waterpoint_id,district,source_type,power_source,management,age_years,depth_m,static_water_level_m,gw_trend_m_per_year,rainfall_mm_12mo,households_served,population_served,duty_cycle,water_tds_ppm,iron_ppm,chloride_ppm,distance_to_workshop_km,road_access_score,days_since_service,has_tariff,caretaker_trained,failures_past_24mo,mean_repair_delay_days,uptime_pct_12mo,handle_effort_index,season_month,failure_next_90d
WP-005442,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,4.0,71.6,38.4,0.46,424.0,50,211,1.344,1476.0,1.26,388.0,9.5,5.4,127,1,1,2,0.5,88.1,8.87,8,0
WP-005443,Banswara,handpump_india_mk2,handpump,unmanaged,2.4,73.7,23.5,0.85,596.0,11,51,0.196,712.0,0.09,302.0,8.0,4.7,178,0,0,2,0.5,84.6,3.39,8,0
WP-005444,Bhilwara,handpump_india_mk2,handpump,village_water_committee,17.8,80.1,32.4,0.58,593.0,40,212,0.719,1791.0,0.65,691.0,10.7,5.2,66,0,0,3,0.5,85.2,6.82,12,0
WP-005445,Jodhpur,handpump_india_mk2,handpump,village_water_committee,5.5,90.5,65.1,0.88,279.0,25,131,0.529,1308.0,1.35,463.0,40.8,5.9,23,1,0,0,6.2,,7.78,5,1
WP-005446,Nagaur,handpump_india_mk2,handpump,gram_panchayat,5.8,55.3,38.3,1.02,348.0,30,138,0.524,2249.0,0.38,707.0,17.7,6.4,112,0,0,2,9.3,91.9,5.39,9,0
WP-005447,Ajmer,piped_standpost,grid_electric,village_water_committee,8.0,69.0,42.9,1.16,493.0,34,115,0.162,785.0,1.25,300.0,27.2,5.3,223,1,1,1,0.5,92.9,6.32,4,0
WP-005448,Nagaur,handpump_india_mk2,handpump,gram_panchayat,7.0,81.6,57.2,0.67,522.0,25,134,0.644,1376.0,0.38,355.0,14.8,7.3,253,1,1,3,0.5,93.4,,4,1
WP-005449,Churu,submersible_borewell,grid_electric,gram_panchayat,11.5,79.3,55.8,1.69,71.0,43,224,0.381,1911.0,2.83,503.0,17.7,5.8,149,1,1,5,0.5,82.4,7.85,5,0
WP-005450,Bikaner,submersible_borewell,solar_pv,gram_panchayat,2.8,84.3,45.9,1.16,284.0,21,96,0.132,2174.0,0.68,864.0,1.7,5.4,254,0,1,2,0.5,82.3,5.93,2,0
WP-005451,Jodhpur,piped_standpost,solar_pv,gram_panchayat,2.1,96.4,43.9,1.02,178.0,13,60,0.099,1117.0,1.05,231.0,5.6,6.2,49,0,0,0,1.7,89.6,6.86,8,0
WP-005452,Ajmer,spring_box,gravity,village_water_committee,9.7,7.4,4.9,0.97,609.0,21,105,0.475,1346.0,0.17,462.0,20.2,4.9,309,1,1,1,0.5,96.5,5.4,6,0
WP-005453,Udaipur,handpump_mk3,handpump,village_water_committee,10.1,74.5,38.5,-0.17,394.0,21,88,0.383,1288.0,0.47,274.0,4.6,7.8,120,1,1,2,0.5,80.3,3.3,1,0
WP-005454,Bhilwara,handpump_india_mk2,handpump,private_operator,11.4,63.3,15.0,0.8,617.0,32,223,0.89,1432.0,2.3,358.0,6.9,6.5,56,1,0,4,0.5,79.5,8.31,10,0
WP-005455,Jodhpur,piped_standpost,grid_electric,village_water_committee,11.0,70.9,25.2,1.1,236.0,14,76,0.101,1872.0,0.52,694.0,13.9,7.1,15,1,1,1,0.5,91.5,6.95,1,0
WP-005456,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,2.2,91.4,62.7,1.85,475.0,50,239,1.279,1520.0,1.46,508.0,20.5,5.7,92,1,0,2,0.5,85.3,7.76,6,0
WP-005457,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,10.9,99.2,72.5,2.01,88.0,64,423,1.763,2546.0,0.38,755.0,35.3,6.9,146,0,1,4,12.5,78.4,10.0,9,1
WP-005458,Nagaur,handpump_india_mk2,handpump,private_operator,10.6,104.6,33.9,1.05,354.0,23,126,0.619,1098.0,0.52,409.0,32.4,7.8,38,1,1,1,3.6,92.2,6.77,2,0
WP-005459,Jhunjhunu,piped_standpost,grid_electric,village_water_committee,2.5,84.2,43.3,0.89,462.0,40,176,0.231,1604.0,0.16,310.0,14.0,5.0,236,0,0,0,0.5,95.7,6.41,8,0
WP-005460,Udaipur,handpump_india_mk2,handpump,unmanaged,14.3,74.3,32.5,0.51,518.0,104,444,2.063,1423.0,,417.0,22.1,3.8,78,0,0,5,0.5,85.5,9.02,7,1
WP-005461,Udaipur,handpump_mk3,handpump,village_water_committee,3.9,54.4,20.4,0.55,366.0,31,194,0.974,1541.0,0.41,611.0,7.2,6.6,77,1,0,2,0.5,89.8,6.84,5,0
WP-005462,Barmer,handpump_mk3,handpump,unmanaged,3.5,89.7,53.6,1.05,283.0,13,66,0.37,2303.0,1.71,634.0,44.3,4.3,119,0,0,0,10.0,86.4,7.2,6,1
WP-005463,Ajmer,submersible_borewell,grid_electric,village_water_committee,11.6,96.7,25.2,1.09,216.0,23,103,0.146,1736.0,1.27,447.0,49.2,6.0,154,1,1,1,17.0,90.0,6.54,7,0
WP-005464,Jodhpur,handpump_india_mk2,handpump,private_operator,3.0,82.2,40.1,1.51,347.0,19,90,0.308,2185.0,0.69,494.0,11.9,5.3,312,1,1,2,5.8,86.7,5.71,6,0
WP-005465,Bikaner,piped_standpost,grid_electric,gram_panchayat,6.3,81.4,31.0,1.55,282.0,32,147,0.229,1701.0,1.22,615.0,44.0,4.1,151,1,1,0,17.2,91.5,,2,0
WP-005466,Jhunjhunu,submersible_borewell,grid_electric,unmanaged,5.6,62.4,33.6,1.29,329.0,59,355,0.371,1182.0,1.81,375.0,9.2,7.2,532,0,0,2,0.5,86.9,6.72,4,1
WP-005467,Barmer,handpump_mk3,handpump,gram_panchayat,4.9,97.8,58.5,1.35,60.0,9,47,0.247,2263.0,3.64,486.0,8.3,6.4,121,1,1,1,0.5,93.0,8.63,12,1
WP-005468,Nagaur,handpump_mk3,handpump,unmanaged,4.1,64.2,17.4,1.26,60.0,65,337,1.48,1935.0,1.43,590.0,14.7,5.9,728,0,0,0,8.3,96.8,8.64,5,1
WP-005469,Jhunjhunu,piped_standpost,grid_electric,private_operator,23.9,75.7,53.1,1.09,281.0,33,200,0.225,1658.0,0.26,418.0,5.1,,63,1,0,1,0.5,98.0,9.99,10,0
WP-005470,Jodhpur,piped_standpost,grid_electric,gram_panchayat,11.2,87.0,42.0,0.54,272.0,44,210,0.294,1615.0,0.33,441.0,47.4,6.2,141,1,1,0,7.6,90.9,6.03,7,0
WP-005471,Pali,handpump_mk3,handpump,village_water_committee,4.5,83.4,29.9,0.78,449.0,37,197,1.064,648.0,0.56,157.0,20.9,6.4,18,1,0,1,4.9,95.0,5.26,6,0
WP-005472,Churu,handpump_mk3,handpump,village_water_committee,4.6,55.2,29.1,0.82,333.0,19,118,0.413,2080.0,1.81,491.0,64.1,4.5,55,1,0,1,12.3,92.2,3.54,12,0
WP-005473,Bhilwara,handpump_india_mk2,handpump,unmanaged,9.1,32.1,16.0,0.67,292.0,38,195,1.01,1364.0,0.79,410.0,26.9,4.0,577,0,0,3,0.5,88.5,7.52,2,1
WP-005474,Bikaner,handpump_india_mk2,handpump,unmanaged,5.6,83.2,66.6,1.08,452.0,53,249,1.534,2091.0,0.42,427.0,8.5,8.9,92,0,0,1,0.5,92.1,,9,0
WP-005475,Barmer,handpump_india_mk2,handpump,village_water_committee,9.5,90.9,74.3,1.39,386.0,61,264,1.481,1672.0,0.37,411.0,35.3,5.2,23,1,1,3,10.2,80.8,9.26,8,0
WP-005476,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,3.2,54.9,32.3,0.7,380.0,56,288,1.425,1386.0,0.39,591.0,30.7,6.8,49,1,1,1,12.2,91.2,7.43,8,0
WP-005477,Jodhpur,handpump_india_mk2,handpump,village_water_committee,8.0,62.5,41.5,0.26,421.0,21,133,0.601,1415.0,0.83,372.0,3.0,6.5,43,1,0,3,0.5,90.9,5.49,10,0
WP-005478,Ajmer,piped_standpost,grid_electric,village_water_committee,12.1,73.9,29.2,0.86,335.0,64,282,0.367,1140.0,0.23,342.0,5.0,8.1,210,0,0,1,0.5,85.6,7.55,10,0
WP-005479,Jaisalmer,piped_standpost,solar_pv,village_water_committee,7.7,91.0,43.9,1.14,170.0,54,288,0.547,1964.0,0.43,454.0,34.0,5.0,170,1,1,1,10.6,86.8,6.59,10,0
WP-005480,Jhunjhunu,piped_standpost,grid_electric,unmanaged,5.9,85.7,35.8,1.01,134.0,50,194,0.349,2345.0,0.26,845.0,12.4,4.1,668,0,1,3,3.0,88.9,5.56,4,1
WP-005481,Banswara,submersible_borewell,solar_pv,village_water_committee,10.1,30.5,10.8,0.12,466.0,13,75,0.162,233.0,0.32,99.0,18.4,5.8,102,1,0,3,0.5,89.2,4.14,5,0
WP-005482,Jaisalmer,submersible_borewell,solar_pv,unmanaged,1.2,94.3,60.0,1.38,164.0,20,96,0.162,2073.0,1.57,506.0,11.9,,99,0,0,0,0.5,96.1,6.36,4,0
WP-005483,Jodhpur,handpump_india_mk2,handpump,unmanaged,12.1,111.2,60.4,0.75,405.0,31,184,0.864,2343.0,1.27,662.0,15.7,5.8,229,0,0,1,12.4,91.4,8.74,6,1
WP-005484,Udaipur,submersible_borewell,solar_pv,village_water_committee,1.4,50.6,17.9,-0.0,647.0,48,277,0.547,1423.0,0.86,306.0,18.4,6.6,20,1,1,0,0.5,92.3,2.75,2,0
WP-005485,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,13.4,63.5,38.8,0.73,247.0,11,53,0.301,2002.0,0.88,709.0,37.6,6.5,149,0,0,3,11.0,84.0,6.83,7,1
WP-005486,Bikaner,submersible_borewell,grid_electric,gram_panchayat,5.7,104.8,85.7,0.54,138.0,14,68,0.061,1134.0,0.47,392.0,24.1,7.7,46,0,0,0,0.5,91.4,8.74,4,0
WP-005487,Bikaner,spring_box,gravity,village_water_committee,0.9,7.7,4.5,0.91,210.0,30,167,1.25,1382.0,1.55,337.0,7.2,9.5,174,1,1,0,0.5,99.4,8.67,7,0
WP-005488,Bhilwara,piped_standpost,solar_pv,private_operator,12.7,53.9,20.7,0.74,641.0,14,68,0.126,1385.0,2.26,447.0,19.1,6.7,289,1,0,1,0.5,96.5,8.11,1,0
WP-005489,Udaipur,handpump_india_mk2,handpump,gram_panchayat,14.6,46.4,23.8,0.1,661.0,22,115,0.477,1882.0,0.9,486.0,38.7,5.6,124,0,0,3,16.6,84.6,7.04,10,0
WP-005490,Nagaur,submersible_borewell,grid_electric,village_water_committee,6.0,95.3,34.7,1.09,370.0,26,181,0.299,1432.0,3.73,539.0,16.7,6.1,242,1,1,0,0.5,99.9,6.83,11,0
WP-005491,Churu,handpump_india_mk2,handpump,unmanaged,13.9,88.0,51.0,0.55,370.0,8,36,0.199,1156.0,0.23,301.0,11.5,4.8,365,0,0,2,0.5,81.2,5.73,10,0
WP-005492,Bhilwara,handpump_india_mk2,handpump,village_water_committee,8.7,69.3,24.5,0.38,483.0,32,220,1.279,1256.0,0.13,543.0,25.6,8.1,149,0,0,3,5.3,85.9,7.51,12,0
WP-005493,Bikaner,handpump_india_mk2,handpump,village_water_committee,10.1,94.0,36.6,0.77,309.0,25,154,0.808,2009.0,0.78,400.0,16.9,6.1,202,1,1,3,0.5,86.0,5.17,9,0
WP-005494,Bikaner,handpump_india_mk2,handpump,unmanaged,16.0,89.4,51.4,1.34,146.0,10,51,0.251,1906.0,0.0,587.0,18.3,5.8,236,0,0,2,6.9,97.2,7.1,4,1
WP-005495,Bhilwara,submersible_borewell,grid_electric,village_water_committee,9.3,80.1,22.6,0.77,392.0,19,93,0.168,1576.0,0.3,622.0,18.4,6.6,114,1,1,3,6.5,85.4,4.23,1,0
WP-005496,Bikaner,handpump_mk3,handpump,village_water_committee,12.7,112.4,65.2,0.97,146.0,45,224,1.173,2074.0,1.3,752.0,14.2,4.3,162,1,1,2,3.3,90.4,10.0,11,0
WP-005497,Bhilwara,handpump_india_mk2,handpump,village_water_committee,22.7,47.6,28.9,-0.03,620.0,22,153,1.065,991.0,0.49,417.0,12.3,5.0,87,1,1,6,0.5,75.0,6.96,4,1
WP-005498,Churu,spring_box,gravity,village_water_committee,12.7,3.3,2.1,0.99,537.0,28,134,1.026,1976.0,1.16,801.0,14.6,7.3,73,1,0,1,0.5,96.4,6.61,8,0
WP-005499,Banswara,submersible_borewell,grid_electric,gram_panchayat,5.6,51.8,23.4,0.1,561.0,33,153,0.276,527.0,0.16,146.0,22.9,3.4,76,0,0,0,7.4,89.1,4.22,3,0
WP-005500,Barmer,handpump_mk3,handpump,gram_panchayat,8.9,72.5,24.2,0.74,441.0,8,40,0.149,1638.0,2.05,692.0,41.0,,184,0,0,0,19.2,92.0,6.23,10,0
WP-005501,Banswara,submersible_borewell,solar_pv,gram_panchayat,4.6,37.7,9.1,0.72,659.0,67,313,0.576,1454.0,0.38,575.0,27.6,4.6,244,0,0,2,2.7,89.6,4.79,5,0
WP-005502,Bikaner,submersible_borewell,solar_pv,gram_panchayat,9.2,83.6,61.2,0.84,244.0,37,197,0.294,1158.0,1.47,483.0,49.1,5.0,85,0,0,1,15.5,92.3,9.89,7,1
WP-005503,Barmer,handpump_mk3,handpump,village_water_committee,6.2,110.0,80.1,1.2,60.0,36,187,0.817,1645.0,1.42,649.0,34.0,5.5,263,1,1,3,4.1,89.5,,9,0
WP-005504,Ajmer,submersible_borewell,solar_pv,gram_panchayat,9.8,50.5,15.2,0.44,739.0,41,202,0.257,1172.0,0.95,493.0,28.4,5.8,112,1,1,2,0.5,82.4,6.18,5,0
WP-005505,Jhunjhunu,piped_standpost,grid_electric,unmanaged,12.8,44.0,20.9,1.14,523.0,26,130,0.212,1155.0,3.49,415.0,5.4,10.0,103,0,0,5,0.5,82.4,8.12,10,1
WP-005506,Udaipur,handpump_india_mk2,handpump,private_operator,4.5,51.2,30.6,0.74,530.0,27,146,0.69,1119.0,0.69,473.0,4.6,7.0,56,1,0,1,0.5,95.5,6.52,7,0
WP-005507,Jaisalmer,handpump_mk3,handpump,private_operator,7.8,88.4,66.5,1.57,220.0,115,714,3.2,1421.0,0.99,344.0,15.0,5.4,65,1,1,7,1.9,73.4,9.26,8,1
WP-005508,Barmer,handpump_india_mk2,handpump,village_water_committee,3.7,110.2,59.5,1.58,426.0,11,50,0.215,1589.0,0.14,664.0,12.5,7.0,41,1,0,2,0.5,88.7,7.59,4,0
WP-005509,Jhunjhunu,piped_standpost,solar_pv,gram_panchayat,4.6,76.9,34.5,0.34,356.0,41,250,0.427,1036.0,0.9,321.0,13.3,5.3,212,1,1,2,2.2,86.1,6.75,7,0
WP-005510,Udaipur,handpump_india_mk2,handpump,unmanaged,8.6,66.8,27.0,1.23,354.0,14,88,0.485,1571.0,1.16,452.0,13.9,,497,0,0,2,0.5,96.6,7.2,8,1
WP-005511,Nagaur,handpump_india_mk2,handpump,unmanaged,5.9,75.2,21.4,0.15,511.0,67,391,2.007,1424.0,1.07,543.0,56.8,3.4,201,0,1,3,24.1,78.2,8.42,5,1
WP-005512,Bhilwara,spring_box,gravity,private_operator,17.8,2.0,1.0,0.5,393.0,29,188,1.124,1722.0,0.3,741.0,26.8,4.6,295,1,1,9,17.0,66.2,5.09,7,1
WP-005513,Udaipur,submersible_borewell,grid_electric,gram_panchayat,1.8,76.4,29.4,0.41,481.0,11,68,0.141,124.0,0.46,37.0,13.0,8.1,19,0,0,0,0.7,100.0,6.83,1,0
WP-005514,Udaipur,handpump_india_mk2,handpump,village_water_committee,20.1,46.0,11.8,-0.03,318.0,39,170,0.286,1048.0,0.26,428.0,13.8,8.0,72,1,0,3,0.5,90.2,5.01,10,0
WP-005515,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,12.7,83.2,21.3,0.67,585.0,54,223,1.381,1798.0,2.52,717.0,21.4,7.2,138,0,0,5,0.5,81.5,,2,0
WP-005516,Ajmer,handpump_mk3,handpump,village_water_committee,11.1,61.1,31.2,1.07,564.0,34,156,0.387,1413.0,0.26,275.0,19.5,1.5,136,1,1,2,11.5,91.9,5.82,5,0
WP-005517,Jhunjhunu,spring_box,gravity,gram_panchayat,12.2,4.5,2.4,0.89,166.0,49,282,2.092,1587.0,1.56,464.0,4.2,6.3,139,0,0,6,0.5,81.3,7.82,5,0
WP-005518,Ajmer,handpump_mk3,handpump,village_water_committee,12.0,71.8,41.7,0.2,569.0,68,365,1.951,836.0,0.64,335.0,1.9,7.0,82,1,1,9,0.5,68.0,9.92,7,0
WP-005519,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,5.6,74.9,23.0,0.73,493.0,46,251,1.216,1307.0,,340.0,14.7,4.0,201,1,1,6,0.5,72.9,7.23,5,0
WP-005520,Jhunjhunu,submersible_borewell,grid_electric,gram_panchayat,13.1,79.4,22.2,1.16,562.0,21,124,0.255,1661.0,0.87,485.0,1.7,5.1,38,0,0,1,0.5,83.3,5.24,10,0
WP-005521,Churu,handpump_mk3,handpump,gram_panchayat,9.1,79.4,55.7,0.74,239.0,65,295,1.36,1804.0,1.48,711.0,22.8,8.8,372,0,0,2,0.5,,9.07,1,0
WP-005522,Pali,handpump_india_mk2,handpump,gram_panchayat,2.1,46.7,14.4,0.73,156.0,37,177,0.881,1876.0,0.66,399.0,10.7,9.4,108,0,1,0,0.5,96.7,6.43,10,0
WP-005523,Bhilwara,piped_standpost,solar_pv,village_water_committee,4.7,68.7,19.5,0.86,398.0,20,81,0.107,1305.0,0.03,448.0,48.2,6.2,117,1,1,0,17.7,95.7,5.89,11,0
WP-005524,Banswara,handpump_india_mk2,handpump,gram_panchayat,3.7,70.8,40.4,0.78,368.0,37,247,1.145,1272.0,0.58,311.0,6.0,6.3,332,0,0,3,0.5,88.4,7.79,11,0
WP-005525,Pali,piped_standpost,solar_pv,unmanaged,6.7,73.3,22.8,1.09,533.0,36,201,0.416,1944.0,0.51,630.0,14.3,6.2,722,0,0,3,8.1,88.5,6.34,2,0
WP-005526,Jaisalmer,piped_standpost,grid_electric,gram_panchayat,1.4,91.0,50.9,1.11,60.0,30,179,0.322,2246.0,0.34,703.0,27.7,8.3,208,1,1,1,7.2,93.9,4.83,1,0
WP-005527,Pali,handpump_india_mk2,handpump,unmanaged,11.8,78.1,52.6,0.3,352.0,12,61,0.33,1304.0,0.96,547.0,12.0,5.1,64,0,0,1,0.5,92.9,9.6,10,0
WP-005528,Jodhpur,submersible_borewell,grid_electric,gram_panchayat,13.1,100.1,41.0,1.13,176.0,59,357,0.573,1736.0,,622.0,8.8,7.6,92,0,0,3,0.5,91.0,8.07,2,0
WP-005529,Barmer,piped_standpost,solar_pv,gram_panchayat,5.4,88.6,47.9,0.66,152.0,45,200,0.316,2141.0,0.06,599.0,16.4,7.9,187,0,0,2,0.5,84.3,7.82,2,0
WP-005530,Barmer,submersible_borewell,solar_pv,gram_panchayat,9.9,69.2,57.7,1.13,195.0,19,109,0.145,2151.0,0.64,653.0,42.0,3.8,101,1,1,1,2.2,94.4,8.19,9,0
WP-005531,Pali,submersible_borewell,solar_pv,gram_panchayat,18.2,76.5,30.0,0.58,442.0,39,205,0.338,1313.0,0.9,465.0,16.7,6.5,227,1,0,6,0.5,76.3,5.77,6,0
WP-005532,Banswara,handpump_india_mk2,handpump,unmanaged,5.8,58.3,29.3,0.45,565.0,35,196,0.645,880.0,2.16,184.0,9.2,3.0,442,0,0,1,1.5,,6.51,10,0
WP-005533,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,5.8,75.6,41.5,1.27,391.0,10,53,0.21,964.0,0.33,190.0,38.2,6.1,115,0,0,0,15.6,91.8,7.14,6,0
WP-005534,Churu,submersible_borewell,grid_electric,private_operator,6.4,75.3,48.3,1.11,276.0,27,152,0.196,1863.0,0.4,455.0,5.1,4.7,148,1,1,1,0.5,88.2,7.95,5,0
WP-005535,Jaisalmer,handpump_india_mk2,handpump,unmanaged,11.2,101.4,51.8,1.6,377.0,34,138,0.781,2086.0,0.25,536.0,22.5,7.9,301,0,0,3,6.5,78.2,6.68,1,1
WP-005536,Ajmer,handpump_india_mk2,handpump,private_operator,5.7,63.3,35.3,0.49,539.0,79,384,2.1,1458.0,0.35,415.0,12.4,3.3,169,1,1,2,0.5,91.6,10.0,3,0
WP-005537,Barmer,handpump_mk3,handpump,village_water_committee,6.5,86.1,52.7,1.28,146.0,30,175,0.986,1781.0,1.49,565.0,19.5,4.6,200,1,1,3,3.6,85.9,8.4,3,0
WP-005538,Udaipur,handpump_india_mk2,handpump,village_water_committee,10.9,50.8,28.5,0.19,357.0,81,540,2.58,1483.0,0.18,547.0,28.6,3.0,87,1,1,8,7.5,67.8,6.98,8,1
WP-005539,Bhilwara,piped_standpost,grid_electric,unmanaged,10.5,66.9,23.7,0.63,490.0,24,116,0.225,1727.0,0.75,371.0,17.9,7.5,220,0,0,3,5.3,80.8,4.75,8,0
WP-005540,Banswara,piped_standpost,solar_pv,private_operator,5.2,57.0,13.6,0.68,577.0,25,146,0.266,958.0,0.38,347.0,20.3,5.3,15,1,1,1,4.8,90.9,4.44,5,0
WP-005541,Jodhpur,piped_standpost,solar_pv,unmanaged,3.6,76.2,33.8,0.37,201.0,10,58,0.073,1303.0,1.33,537.0,11.2,7.9,36,0,0,1,0.5,91.4,3.23,1,0
WP-005542,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,6.0,99.2,71.6,1.18,115.0,27,150,0.37,1113.0,0.63,452.0,8.4,5.7,177,0,0,4,4.8,82.7,8.58,9,0
WP-005543,Jodhpur,handpump_mk3,handpump,private_operator,7.0,90.5,48.9,1.2,357.0,22,141,0.571,1178.0,0.07,384.0,27.6,3.1,150,1,1,3,10.5,75.4,6.82,1,0
WP-005544,Bhilwara,piped_standpost,grid_electric,private_operator,8.7,73.0,33.8,0.55,755.0,20,100,0.177,1475.0,0.49,557.0,10.9,6.8,83,0,0,1,5.1,93.3,6.77,8,0
WP-005545,Bikaner,handpump_mk3,handpump,unmanaged,7.7,97.9,36.1,1.41,432.0,20,120,0.764,1394.0,0.47,419.0,31.0,6.2,834,0,0,0,7.5,96.3,8.42,3,0
WP-005546,Udaipur,submersible_borewell,grid_electric,gram_panchayat,2.9,76.2,20.9,0.52,435.0,15,79,0.146,1216.0,1.2,338.0,11.3,8.3,69,1,0,0,0.5,91.3,,12,0
WP-005547,Jaisalmer,submersible_borewell,solar_pv,village_water_committee,5.6,107.0,41.3,0.74,219.0,16,103,0.129,1489.0,1.09,416.0,16.4,4.8,294,0,0,0,6.5,93.1,5.89,6,0
WP-005548,Barmer,handpump_mk3,handpump,gram_panchayat,1.5,125.2,67.9,1.28,284.0,28,139,0.671,1311.0,1.36,493.0,0.8,6.7,84,1,0,0,0.5,98.5,7.74,12,0
WP-005549,Bikaner,handpump_india_mk2,handpump,gram_panchayat,8.7,106.7,61.6,1.15,333.0,42,232,1.231,1938.0,0.85,775.0,24.7,4.1,351,0,0,6,11.9,71.4,9.81,6,1
WP-005550,Bhilwara,submersible_borewell,grid_electric,village_water_committee,3.4,80.1,51.4,0.65,689.0,67,296,0.556,1134.0,1.61,414.0,5.9,,399,0,0,3,0.5,88.3,8.19,10,0
WP-005551,Pali,handpump_india_mk2,handpump,village_water_committee,2.3,54.3,21.8,0.85,354.0,36,176,0.787,1154.0,0.2,393.0,26.1,6.4,614,0,1,2,13.5,83.0,3.66,3,0
WP-005552,Nagaur,piped_standpost,solar_pv,unmanaged,6.2,93.6,30.0,1.24,211.0,10,64,0.08,1793.0,0.36,651.0,23.6,4.6,150,0,0,1,6.5,94.5,2.91,5,0
WP-005553,Pali,submersible_borewell,solar_pv,village_water_committee,9.6,87.6,41.2,0.86,410.0,34,172,0.335,2039.0,1.51,772.0,21.0,6.9,89,1,0,1,0.5,89.7,9.44,9,0
WP-005554,Pali,handpump_india_mk2,handpump,gram_panchayat,7.6,73.3,37.0,1.07,274.0,65,336,1.111,1169.0,1.88,420.0,18.4,5.7,199,1,1,4,0.5,86.0,8.7,12,0
WP-005555,Jhunjhunu,submersible_borewell,solar_pv,gram_panchayat,19.4,40.0,21.2,1.35,406.0,34,205,0.367,1355.0,0.66,365.0,12.8,,38,0,0,7,0.5,71.7,7.16,5,1
WP-005556,Jhunjhunu,handpump_mk3,handpump,unmanaged,1.9,35.5,23.5,1.09,313.0,61,295,1.112,1176.0,0.08,492.0,48.1,4.7,49,0,0,0,13.3,94.3,7.54,6,0
WP-005557,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,1.8,91.5,49.8,1.23,302.0,23,123,0.247,2063.0,,417.0,10.8,3.4,253,1,1,0,6.0,91.0,3.33,12,0
WP-005558,Jodhpur,spring_box,gravity,village_water_committee,5.0,7.6,2.3,1.02,478.0,20,103,0.597,1686.0,0.19,481.0,40.1,5.0,62,1,1,0,20.0,91.0,4.34,11,0
WP-005559,Jhunjhunu,submersible_borewell,grid_electric,village_water_committee,12.8,48.9,32.7,0.75,254.0,20,112,0.173,1211.0,0.18,331.0,11.8,6.9,20,1,1,2,0.5,87.9,5.99,2,0
WP-005560,Jaisalmer,submersible_borewell,solar_pv,village_water_committee,5.3,102.2,53.8,1.25,79.0,39,227,0.299,2601.0,1.0,915.0,40.4,4.6,48,1,1,0,8.1,95.4,8.0,2,0
WP-005561,Churu,piped_standpost,grid_electric,village_water_committee,3.9,65.1,18.5,1.06,182.0,16,87,0.174,1024.0,0.92,301.0,10.0,6.7,92,1,1,1,0.5,91.4,4.16,9,0
WP-005562,Jaisalmer,submersible_borewell,grid_electric,private_operator,10.0,69.3,32.0,0.99,168.0,23,91,0.091,1904.0,0.23,475.0,13.1,6.4,43,1,1,1,0.5,88.7,4.52,3,0
WP-005563,Bhilwara,handpump_mk3,handpump,gram_panchayat,5.7,97.1,41.7,0.53,588.0,36,191,0.972,1437.0,2.09,574.0,10.1,9.4,453,1,0,1,0.5,90.3,9.27,3,0
WP-005564,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,15.7,104.1,86.2,0.93,60.0,65,322,1.68,1728.0,2.35,337.0,42.1,1.8,233,0,1,6,17.2,79.0,10.0,10,1
WP-005565,Jaisalmer,handpump_india_mk2,handpump,unmanaged,6.3,89.2,29.0,1.48,248.0,17,75,0.361,2050.0,0.88,772.0,9.1,4.1,269,0,0,2,1.6,91.4,7.7,9,0
WP-005566,Pali,handpump_mk3,handpump,village_water_committee,12.9,51.4,34.3,0.94,606.0,69,228,0.999,1533.0,0.74,561.0,48.6,6.3,72,1,0,4,11.4,80.5,6.99,3,1
WP-005567,Bikaner,handpump_mk3,handpump,village_water_committee,6.7,76.0,25.6,1.12,141.0,72,346,1.228,2187.0,0.14,592.0,57.6,7.6,162,1,1,2,12.9,87.7,7.77,2,0
WP-005568,Nagaur,submersible_borewell,solar_pv,gram_panchayat,9.6,71.5,42.9,0.76,244.0,14,89,0.135,2002.0,0.46,841.0,11.7,5.4,135,1,1,4,0.5,83.1,7.1,5,0
WP-005569,Jodhpur,handpump_mk3,handpump,village_water_committee,14.1,75.7,26.7,1.24,223.0,21,118,0.624,1573.0,2.22,683.0,84.7,7.4,132,0,0,0,31.2,90.4,7.14,4,0
WP-005570,Bikaner,submersible_borewell,solar_pv,village_water_committee,1.8,85.0,40.1,0.91,447.0,20,119,0.142,2127.0,0.26,522.0,11.5,5.8,98,1,1,0,0.5,95.5,5.07,8,0
WP-005571,Bhilwara,piped_standpost,solar_pv,unmanaged,1.3,45.2,27.4,0.47,485.0,15,81,0.067,1791.0,0.81,425.0,29.7,4.7,596,0,0,1,0.5,90.4,5.14,1,0
WP-005572,Ajmer,spring_box,gravity,unmanaged,2.0,2.4,1.2,1.0,558.0,33,210,1.087,1372.0,2.4,587.0,37.3,5.5,274,0,0,0,16.7,,5.01,12,0
